,SName,Lyric,Artist,Genres,Popularity,Top Genre
39380,Dragonland's Rivers,"They began a magical journey
to the ancient dragonland
For ten days they walked through majestic woods
their vision ever at hand

THE DRAGONS FLY IN THE BLUE SKIES
THE MOUNTAINS SHOW THEIR MIGHT
STANDING IN THE HEART OF THE LAND
WHAT A SIGHT!

See the deer, trolls and wolves, lovely creatures
they're guardians of this land
Such wonder and beauty lives in their hearts
to see is to understand

THE DRAGONS FLY IN THE BLUE SKIES
THE MOUNTAINS SHOW THEIR MIGHT
STANDING IN THE HEART OF THE LAND
WHAT A SIGHT!
THE RIVER WILL LEAD THEM TO URIEN
THE MYSTICAL HOME OF THE GODS
NOW A MASS OF RUINS BECAUSE OF THE LAST WAR

SEE THE FALLS OF ERLORIA
THE GREY MOUNTAINS ARE NEAR
DARK SHADOWS FALLING
DAYLIGHT'S END IS HERE
AND ALL THE CREATURES OF DARKNESS
THEY WARN US IN THE NIGHT
IN THE DARKLAND THERE IS DANGER
THERE'S EVIL THERE TO FIGHT",Rhapsody of Fire,Heavy Metal,0.0,1
54705,Like Father Like Son,"[The Game]

June 30th, 11:07 I got that call
She 8 centimeters, my lil' man about to fall
Scuffing my Air Forces, running through the hospital hall
Deja vu, like I been here before
I'm feeling reborn, like a Bed-Stuy brethren, my first born
Dre, I'm about to have a bad boy, family in the lobby
See my nigga Church, ""What Up,"" shit I left the camcorder in the truck
Running through the maternity ward, out of breath, sweating
I swear to God every minute's starting to feel like a second
I seen Hell staring down the barrel of a Smith & Wesson
My son's ultrasound the closest I ever been to Heaven
Lord forgive me for my sins, I know it's last minute
Put the chronic in the air, a little hash in it
Spread my wings, If only I could fly
Why fight to live homie?, If we only living to die

[Chorus: Busta Rhymes]

I hope you grow up to become that everything you can be
That's all I wanted for you young'n, like Father, like Son
But in the end I hope you only turn out better than me
I hope you know I love you young'n, like Father, like Son
My little man, your day is coming, coming, your day is coming, I tell you
And when it comes, just keep it running, running, just keep it running, I tell you

[Verse 2: The Game]

They say every time somebody die a child is born
So I thank the nigga who gave his life for the birth of my son
11:32, she screaming at the top of her lungs
I'm panicking, nurse yelling for the doctor to come
All I could remember was lamaze class, breathe baby
""One (one), two (two), three (three), four (four),"" I see the head
Doc busting through the door, he between the legs
He see the head, it's my baby boy!
11:46, the head out, she screaming, making crazy noise
Pain is love, my stomach folding like a La-Z-Boy
I'm feeling like Mariah Carey, all these butterfly's
Voices singing to me, sound like Teena Marie
I'm calling niggas on tour, ""Jayo tell spears, I just cut the umbilical cord""
11:57, a soldier is born, and he's flesh of my flesh, young Harlem Quaran

[Chorus: Busta Rhymes]

Verse 3: The Game]

I wanna thank Dr. Azworth and Nurse Theresa, for bringing my baby boy to life
You birthed a Caesar, And my baby Mama, Aleiska
For pushing out a 10-pound, 4-ounce Mini-Me, I still can't believe it
Nose, ears, eyes, chin, just like your Daddy
I die before you grow up and be just like your Daddy, or your Grandfather
Call Uncle's, tell him I got a son and I ain't even in Harlem
I'm popping Cris with your Godfathers, Baron Davis and ""D-Mack"" Darius Rogers
Drop the top on the '71, with my face in the clouds, Lord spare my son
And watch over Aaron Wright, T'Yan and Lil' Pun
Lowriding, banging ""Ready to Die,"" track number 1
If I bust 5 times and they never see the sun
My life is a black hole, like the barrel of a gun, one

[Chorus: Busta Rhymes]


By Raphael Preto_Sao Luis-MA",The Game,Rap; Hip Hop,0.0,2
53400,Get Dirty,"And This for my niggaz, bitches, playas, pimps
When they keep it in tha street, we keep it in tha streets [x2]
(Kellz, Chi, Do it like this, Put up a C yall)

(Chamillitary Mayne)
(Chorus)
Hey hey (Hey, hey), I'm hollyhood (hollyhood)
I'm on patrone in tha club feelin good (fellin good yall)
Hey, hey(Hey, hey), I'm so High (so High)
And the DJ got tha club so loud (so loud)
Hands Up (Hands Up)
Now let em bounce(let em bounce)
2 steppin lil mama work it out(work it out)

It goes down(goes down) Now get dirty(get dirty)[x2]

[Verse 1-Kellz(R. Kelly)]
Roll up on dem wheels again
Hop up out tha whip again
Fuckin wit them chicks again
In tha club Kellz on tha scene again
Order me some rounds again
Man Im bout to clown again
Im about to see them strippers go down tha poles again
Niggas in tha club gettin out of control again
Man they bout to come shut this whole bitch down again
Take it to my crib Thats whats up
Tha after party Thats whats up

Straight to tha mornin Thats whats up
Now get tha fuck out Thats whats up
Stuntin I dont give a fuck
Take my chain hold it up
Bounce it like a real playa
Pimp all in my cup
Man im in tha club looking and for a main chick
someone like a brain chick
someone I can stand chick

[Chorus]

[Verse 2- Chamillionaire]
Yea, Ladies tell me im too cute
And thats translates that im too rich
They wanna spend tha night at tha crib
So they hit tha club with 2 bigs
We always be in VIP
And each playa got 2 chicks

They look at up like we live here
They look at you like whos this
We aint trippin up out tha media
Send one of our platnuim plaques
Matter fact
You can send
picture of our middle fingers attached to that
All eyes(all eyes) on me (on me) (all eyes on me)
Cuz im tha playa all tha hatas wanna be(wanna be)
Chamillitary, Yeah

[Chorus]

[Verse 3-Kellz (R. Kelly)]
Purple phantom, Dip low
Blowin out that purple smoke
Open up that closet door
Fresh shoes, Fresh clothes
Private Jets
Takin trips
Ballin mayne
Spining chips
Give that gurl a gold medal
tha way she out there turning flips
Bend it over Thats whats up
Now shake it nasty Thats whats up
Girl heres my number Thats whats up
Gimme that Thats whats up
Man you know we pimpin
Man you know we sippin
Man you know we got them chicks in tha pool skinny dippin
Kellz

[Chorus]",Chamillionaire,Rap; Hip Hop; Black Music,1.0,2
62995,Funky Fresh,"[Thurston]
shit is funky fresh, you know
it's funky fresh

it's funky fresh, you know
shit's funky fresh

it's funky fresh, you know
shit's funky fresh

it's funky fresh, you know
shit's funky fresh

it's funky fresh, you know
shit's funky fresh

it's funky fresh, you know
shit's funky fresh

it's funky fresh, you know
shit's funky fresh

it's funky fresh, you know
shit's funky fresh

it's funky fresh, you know
shit's funky fresh

",Sonic Youth,Rock; Indie,0.0,5
80952,Great Divide,"I'm waking up, you're going to sleep
And I wonder are you thinking of me
I'm getting ready for another day without you
And you're just starting to dream

It's hard to let it go
To make it through the day
It's hard to hold on
When we're both so far away
Maybe we should just move on
And get on with our lives
But how can we survive

When our hearts are so connected
That we'll die when you take them apart
And when one half of me is missing
If I can't hold you here my arms
Can we overcome the distance
Make it through in time
Can our love raise the waters
Overcome the great, the great divide, divide, divide

I'm soaking up the sun, you're underneath the moon
And I wish that I could share it with you
You live your life and I'm living mine
Somehow we've got to find a way to get through

It's hard to let it go
To make it through the day
It's hard to hold on
When we're both so far away
Maybe we should just move on
And get on with our lives
But how could we survive, how could we survive

When our hearts are so connected
That we'll die when you take them apart
And when one half of me is missing
If I can't hold you here my arms
Can we overcome the distance
Make it through in time
Can our love raise the waters
Overcome the great, the great divide, divide, divide

I keep waiting for the day
When we find a place to stay
And when we'll always wake up together (Always will be)
And I keep waiting for a time
When every single night belongs to me and you
And we'll never have to move again
We can spread our roots and grow (Woah)

'Cause our hearts are so connected
That we'll die when you take them apart
And one half of me is missing
If I can't hold you here my arms
Can we overcome the distance
Make it through in time
can our love raise the water
overcome the great, the great divide, divide, divide",Nick Carter,Pop; Pop/Rock; Romântico,0.0,4
33816,Wicked Game,"The world was on fire
No one could save me but you.
Strange what desire will make foolish people do
I never dreamed that I'd meet somebody like you
And I never dreamed that I'd lose somebody like you

No, I don't wanna fall in love
No, I don't wanna fall in love

With you (2x)

What a wicked game to play
To make me feel this way
What a wicked thing to do
To let me dream of you
What a wicked thing to say
You never felt that way
What a wicked thing to do
To make me dream of you

And I don't wanna fall in love
And I don't wanna fall in love

With you (2x)

World was on fire
No one could save me but you
Strange what desire will make foolish people do
I never dreamed that I'd meet somebody like you
I never dreamed that I'd lose somebody like you

No, I don't wanna fall in love
No, I don't wanna fall in love

No I ...
No I ...

Nobody loves no one",Stone Sour,Rock; Hard Rock; Heavy Metal,1.9,5
11582,Let Love Grow,"Love can grow in the strangest places,
Might find love in strangers faces.
Waiting just around the corner for all you know.

Love can grow where you least expect it,
Take and chance and don't reject it.
Love will grow if one just lets it,
Let love grow.

I know you, have feelings for me too
But you're afraid to try to love again.

I know your heart is true
But this is all so new.
I wonder what I'll do,

If I would let you in.

It's a chance that's worth the taking.
Love is always out there for the making.
Find it in the eyes of someone that you know.

In any color, shape or fashion
There is no denying passion.
Love is always everlasting,
Let love grow.
Yeah

Love can fill the empty spaces,
Dry our tears and all their traces,
Mend our broken hearts and heal our souls.

Hindsights always out to blind you.

Look ahead

And not behind you.
Look for love and let it find you,
Let love grow..

Love will grow if one just lets it,

Let love grow.
Let love grow...",Dolly Parton,Country,1.3,0
35074,Suture Up Your Future,"I’m gonna suture up my future
I ain’t jaded, I just hate it
See, I been down too long
It’s kinda hard to explain
Done & buried all I carried
All my evil, through a needle
As it pull through the eye
What was& what will are now gone

Don’t sweat it
Thread it, to forget it
To feel like you’ve already gone on
To the rest of
The rest of the life that you’ve got
Take a picture & bury it all away
Bury it all
Away

Tried to fake it, I just can’t take it
I don’t care if it hurts,
Just so long as it’s real
I won’t waste it, turned to face it
I’d sharpened a knife, then used it,
Until bone made it dull
Tried explaining, done explaining
I got caught in the plaid
All of this talking at once
I’ve been giving my love away
To the things that tear it apart
I’m gonna suture up my future

Thread it, to forget it
To feel like you’ve already gone on
To the rest of ,
The rest of the life that you’ve got
Tie the loose ends+ bury it all away
It’s like this, just like this",Queens Of The Stone Age,Rock; Hard Rock; Rock Alternativo,1.0,5
44109,What If I Was Nothing,"Just let it go
Don't wanna argue anymore
I can't be sure, I know just what we're fighting for
I know you're scared and that you're thinking I may go
I'm not leaving, I'm not leaving
And if you're thinking I might, might be lead astray
Just remember this one quetion.

(Chorus)
What if I was nothing? What if this is true?
What if I was nothing, girl, nothing without you
So what if I was angry, what did you think I'd do?

I told you that I love you girl, I'm nothing without you.

I know is hard, It seems we're worked at this so long
Soft and foolish pride that tell us we're not wrong
I hear your voice, you tell me that you'll never go
And I believe it, I believe it

And if you're thinking I might, might be lead astray
Just remember this one question.

Chorus
What if I was nothing? What if this is true?
What if I was nothing, girl, nothing without you
So what if I was angry, what did you think I'd do?

And we can keep this going on
We'll make it work some way
And every step, it make us stronger every day

And if you're thinking I might, might be lead astray
Just remember this one quetion.

Chorus
What if I was nothing? What if this is true?
What if I was nothing, girl, nothing without you
So waht if I was angry, what did you think I'd do?

What if I was nothing? What if this is true?
What if I was nothing, girl, nothing without you
So waht if I was angry, what did you think I'd do?",All That Remains,Heavy Metal; Hardcore; Rock,0.0,1
38074,Wake Up the Mountain,"(M - Kusch, L - Deris)

Some people die
And even never realize
Man's growing blind
Is seeing only with the eyes
We think we're strong
Believe we never could be wrong
But we are fools
Because we're dying by the rules

Though I cannot change the world we're living in
I can always change myself

One more to count in Wake up the mountain
All colour's slowly Turning to gray
All world is darkling Wake up the mountain
And we will find it once more again

Cash and carees
Built on the countless sums of fears
All goods of life
Begin to vanish behind tears
How do we know
Why did we choose the way we follow
Why do we hurt
Why do we hurt the ones we love

Though I cannot change the world we're living in
I can always change myself

One more to count in Wake up the mountain
All colour's slowly Turning to gray
All world is darkling Wake up the mountain
And we will find it once more again

We made the rules and we can change them
Break down the orders one by one
We made the laws and we can break them
Break down the mountain, stone by stone by stone...

One more to count in Wake up the mountain
All colour's slowly Turning to gray
All world is darkling Wake up the mountain
And we will find it once more again",Helloween,Heavy Metal; Rock,1.0,1
12744,Free,"I had it tough when I was just a little kid
It didn't matter what I thought
It didn't matter what I did
I felt the doubt for what I lacked right from the start
It did a number on my head but it could never touch my heart
'Cause I had just enough imagination
Just enough to keep the faith
That somehow I would think of what to do
When I'd get lost in a momentary weakness of emotion
All the angels came around to help me through
Life blows fast changes, wind blows past pages
All I see is I don't need this
High strung tightrope walk, ticking time bomb clock
Scratch my name off, cut these chains

I'm free.. kicking out of that prison
I am free.. singing those words of wisdom
Let it be.. nobodys gonna put the blues inside of me

And in the stress to be the best I've done it all
I've slammed the doors, I've jammed the locks
I've laid the bricks, I've built the walls
Nobone could tell me back then why joy eluded me
Kept bumping into that misery locked up deep down inside of me
Took that rage and I, turned that page and I
Packed my tools, went back to school
And I passed my graduation, and I hold my PH.D
In crash test blues I paid those dues

<chours>

Time flies by in photographs and paper scraps and songs
Here I stand in ruby slippers, three taps takes me home",Faith Hill,Country; Pop; Romântico,0.0,0
61112,Falling For You,"Holy cow I think I've got one here
Now just what am I supposed to do?
I've got a number of irrational fears
That I'd like to share with you
First there's rules about old goats like me
Hanging around with chicks like you
But I do like you
And another one: you say 'like' too much

But I'm shakin at your touch
I like you way too much
My baby I'm afraid I'm falling for you
I'd do about anything to get the hell out alive
Or maybe I would rather settle down, with you

Holy moly baby wouldn't you know it
Just as I was bustin' loose
I gotta go turn in my rock star card
And get fat, and old with you
'cause I'm a burning candle
You're a gentle moth
Teaching me to lick a little bit kinder
And I do like you you're the lucky one
No I'm the lucky one

I'm shakin at your touch
I like you way too much
My baby I'm afraid I'm falling for you
I'd do about anything to get the hell out alive
Or maybe I would rather settle down, with you

Holy sweet goddam you left your cello in the basement
I admired the glowing stars
And tried to play a tune
I can't believe how bad I suck it's true
What could you possibly see in, little ol' 3-chord me?
But I do like you and you like me too
I'm ready let's do it baby

I'm shakin at your touch
I like you way too much
My baby I'm afraid I'm falling for you
I'd do about anything to get the hell out alive
Or maybe I would rather settle down, with you
Down, with you
Ooooooohhhh
",Weezer,Indie; Rock; Rock Alternativo,1.8,3
5610,Pure Colombia,"I can't trust these niggas, throw some water on 'em
They tell me go to hell, okay I know the owner
Strip clubs getting' old, all the strippers hoe-in'
All these bitches think they dimes, watch me flip a coin
Thank you Jesus, my dogs is off the leashes
Had to leave my spanish bitch cause she was startin' to get suspicious
Tell the beef I mean business, suit and tie nigga
You and all your dogs could get euthanize nigga, ahh
Trigger happy nigga, I just can't stop smiling
Thank God I'm fly, I had to thank my pilot
You think you're calling shots, you got the wrong number

I love benjamin franklin more than his own mother
Throw that pussy, throw that pussy
And I don't want no throwback pussy
Man fuck these pussy-ass niggas
I lay back and ash swishers
My new shoe is ass-kickers
She drink cum like she had hiccups
Rest in peace to my last victim, ahh
We be passing blunts, they be passing judgement
Five blunts of that strong, call that strength in numbers
Uh, aks with chiquitas, you shell-shocked like adidas

Whoever find your body, finders keepers, yeah
It's that pure colombia
Cause soon as the bitch tasted it her tongue was numb
It's loaded, so I just let her jump the gun
It's that dedication 5 and another one, I love it
Tunechi
Yeah, free scooter
I'm outchea
Let's get it

I done lost a couple hoes but I'm still a pimp
Just changed the face on my rollie, shout out lil kim
Park my cars in front my house like I ain't got no garage
Just looking for a bitch to stay down like I'm throwing knives
Mack so paid we 'bout to start calling him macintosh
I really beat that pussy up, them niggas shadow box
These niggas sending threats, I'mma start sending hits
Bring me his head, so I can make sure it's him
It's lonely at the top, it's lonely at the top

I think I'm 'bout to jump, niggas phoney as a prop
Ain't nothing on me but this chop
Turn you and your homies into slop
Put your brains all over the window, people pass and window shop
Like uhh, this that pure columbia
It's just us, fuck the rest we got insomnia
Most likely I done fucked that bitch that's laying under ya
She said she trying to see me, bitch that's stevie wonderful
You better mind your business, hitman with a hit list

Ymcmb, the world is ours, seconds, minutes
I'm a movie motherfucker, camera man are you getting this?
Burning blunts like bridges, turn up
Missing, ahh
We out here with that clean work
These niggas selling remix, we got clean work
Kill everybody, y'all gone need a limousine hearse
You see I'm armed like a fucking short sleeve shirt
What up five?
Yeah",Lil Wayne,R&B; Black Music; Rap,4.3,2
9387,Long Distance Operator,"Long-distance operator,
Place this call, it's not for fun.
Long-distance operator,
Please, place this call, you know it's not for fun.
I gotta get a message to my baby,
You know, she's not just anyone.

There are thousands in the phone booth,
Thousands at the gate.
There are thousands in the phone booth,
Thousands at the gate.
Ev'rybody wants to make a long-distance call
But you know they're just gonna have to wait.

If a call comes from Louisiana,
Please, let it ride.
If a call comes from Louisiana,
Please, let it ride.
This phone booth's on fire,
It's getting hot inside.

Ev'rybody wants to be my friend,
But nobody wants to get higher.
Ev'rybody wants to be my friend,
But nobody wants to get higher.
Long-distance operator,
I believe I'm stranglin' on this telephone wire.
",The Band,Rock; Country; Folk,0.0,5
81956,Ready (Part Iii - 90's Bedroom Mix),"Boy your body's calling
It's hitting me up
Baby don't be stalling
Don't be late showing up
I wanna give it all
I wanna take it off
But you gotta put in work babe
'Cause I'm something like a boss

[Chorus]
Seems like you're ready
Ready for me to give it all to you
All to you
So if you're ready
Then baby I'm ready
I know what's on your mind
And it's been on mine for awhile now

[Hook]
(For a while, a while, a while)
(A while, a while)
I wanna give it to ya
Give it to ya, babe
(For a while, a while, a while)
(A while, a while)
(Oh, oh, oh, oh, oh, oh)

It seems like you're ready
I wanna give it to ya
Give it to ya baby (Oh yeah)
I wanna give it to ya
Give it to ya baby (Oh)
But only if you're ready

I've been thinking lately
You might be ready, so write it down with me
Even if I haven't seen you baby
You always treat me like a lady
So you might be ready
(You might be ready)
And God might be ready
I know what's on your mind
And it's been on mine for awhile now

(For a while, a while, a while)
(A while, a while)
I wanna give it to ya
Give it to ya, babe
(For a while, a while, a while)
(A while, a while)
[?]
(Oh, oh, oh, oh, oh, oh)

It seems like you're ready
I wanna give it to ya
Give it to ya baby (I wanna give it to ya)
I wanna give it to ya
Give it to ya baby (Give it right now)
But only if you're ready

The only one who deserves my love
'Cause I... know you've always been ready
But I know when you're really ready
Are you're ready to receive every single part of my love
I want to see when you put in the work
I know for sure you'll be [?]
So when you're ready I will give it
Don't [?] , just admit it
I can't wait till you're ready
'Cause I'm ready to get it

(For a while, a while, a while)
(A while, a while)
I wanna give it to ya
Give it to ya, babe
(For a while, a while, a while)
(A while, a while)
(Oh, yeah)

It seems like you are ready
I wanna give it to ya
Give it to ya baby (I wanna give it to ya baby)
I wanna give it to ya
Give it to ya baby (I wanna give it to ya baby)
But only if you're ready",Mýa,R&B; Pop; Hip Hop,0.0,4
97265,Saintlaurentysl,"Earl on the beat
Earl on the beat
Earl on the beatearl on the beat

I did Saint Laurent when that shit was Ysl
I've been running shit since I was the age of 12
Since a young nigga, been a hard-headed hot-head
Duck feds, lay low, they do what I say so
I've been getting money since I learned how to walk for real
I see the haters throwing shots, but they just talking still
I've done came, oh so far from when I used to walk and steal
13, 14 we was running around with them Glocks for real, poppin' pills

We don't get no sleep 'til the morning
I whip my dick when she yawn
I'm on the tour bus, I've been tourin'
I think I'm gonna cop me a foreign
I want a white 488, yeah
I came off from sellin' four 48s, yeah

I came off from scammin' and swipin'
Steal from my neighbor, I'm triflin'
Finna go cop me a raptor
Ride that lil' bitch like a bison
New Chanel boots, shawty look like she hikin'
I'm takin' her likin', y'all textin', I'm pipin'
I feel like a viking, I'm all with the shits
Shotgun shell turn his head to grits

I did Saint Laurent when that shit was Ysl
I've been runnin' shit since I was the age of 12
Since a young nigga, been a hard-headed hot-head
Duck feds, lay low, they do what I say so

I've been gettin' money since I learned how to walk for real
I see the haters throwin' shots, but they just talkin' still
I've done came, oh so far from when I used to walk and steal
13, 14 we was runnin' 'round with them Glocks for real, poppin' pills

Still duckin' Feds 'cause I heard they lookin' for me
Got a hundred Dracos in the hood, I run up, homie
Walk around with all this jewelry on, they will not take it from me
And them packs came from the West Coast
That's how we get the monies

No cap, get 'em, got 'em, gone
Give a dog a bone
Young nigga, fly shit, thank God I'm on
Nigga respected, all good in all zones
I'm feelin' the energy, even my enemy's

I did Saint Laurent when that shit was Ysl (Lil Boat)
I've been runnin' shit since I was the age of 12
Since a young nigga, been a hard-headed hot-head
Duck feds, lay low, they do what I say so

I've been gettin' money since I learned how to walk for real
I see the haters throwin' shots, but they just talkin' still
I've done came, oh so far from when I used to walk and steal
13, 14 we was runnin' 'round with them Glocks for real, poppin' pills",Lil Yachty,Rap,0.0,2
90734,Dear Wack!,"Brian Matthew: But despite the fact that the next
request comes from Anton,
32 Perry Road, Sherwood, in Nottingham, it's headed
""Up the Pool"" and starts, ""Dear Wack!""
So, John, you take it from there.

John: ""Dear Wack! Please,
ask thos gorgeous lads,"" ha, ha,""
called the Beatles to sing
'You Really Got a Hold on Me' for Di, Gus,
Wizz, and me, also for the Beatles,
themselves, especially Paul,"" ha, ""and
everybody that was in the Roy Orbison Tour.
I'm a regular listener of 'Pop Go the Beatles,'""
good lad, ""and, please, tell the boys
that all the girls in our office think it is a fab show.
Thank you.""

Brian: All right, stop the band. Oh, that's splendid
and now, what are you gonna sing for us?

John: ""You Really Got A Hold On Me"", mother.",The Beatles,Rock; Psicodelia; Pop/Rock,64.2,5
56695,It Ain't A Secret,"Lately Iv'e been hearing alot of things that I dont agree with
and it aint a secret
everybody know you puss nigga you aint a gangsta you a wuss
what makes ya feel comfortable enough to call my name out like ya know me
nigga I ain't cha homie
I got a 4 pound on me
and you can have it

This here make ya piss in ya sweats
you know me michell and Ness Smithin and Wess Pistol and vest
I take ya life with a sound i got the whistle of death
ya boy flow put the crystal in meth
take the listeners breath
you won't believe what they do for cock
I hit the telly thrash
and slide off before the rooster crock
pour out some liquor for big let off 2 for pac
don't mingle around niggas shoot off the roof alot
Fuck rattin every tooth is locked
and you co-operating
helping em damn near recruit the block
Im blowing hevay on the sofa with the dessie
just incase a nigga soft enough to slip through the crack
Id rather throw some at you then get my shit blew back
this is hardcore pitbull rap right out the track
The hood a bring the bitch out for ya
man I get the glock
my money flip like fish out water (Yeah)

Lately Iv'e been hearing alot of things that I dont agree with
and it aint a secret
everybody know you puss nigga you aint a gangsta you a wuss
what makes ya feel comfortable enough to call my name out like ya know me
nigga I ain't cha homie
I got a 4 pound on me
and you can have it

Im staring to feel like I got it all sewn up
I helped raise a few of these niggas
now they think they all grown up
see these DVD G's is pissed off behind the scenes
spoon fed niggas
clit soft as lima beans
to be real I dont know why im even trippin
cuz we run this shit
like diarhea drippin
the breads long the pipe big
so Im comfortabe enough to got to court in my pj's like mike did

I move around with the set long madley
so chill cuz you can't block those wit Shawn Bradley
im a still be here when D-block flops
I got more cash than them in my rebook box
I brighten up the picture i shine bright
standing in my way the only way to be in the lime light
im lazy when i hit and run
which means you gon get to cum
even if you dont get to come

Lately Iv'e been hearing alot of things that I dont agree with
and it aint a secret
everybody know you puss nigga you aint a gangsta you a wuss
what makes ya feel comfortable enough to call my name out like ya know me
nigga I ain't cha homie
I got a 4 pound on me
and you can have it

Niggas(feel/steal) when i pass
Cuz im on a spaceship on wheels
First to death
Little dude couldn't slip on pills
You bitch, all you gotta do is slip on heels
Cheatin on me, cuz the house on the cliff (?)
I get the brush on ya, give the clique boys chills
Man there wont be no more songs stick saw(?) spills
I get the bills, 'um black entrepounigga strapped with a vest armed with a trigga. I run and got a twin tag-along
The bitch is a quarter
I dont mind to split 'em up
Bloods thicker than water
So i capture all the episodes on the camcorder
She lick it of her stomach, right after i glam (?) on her
I turn the corner with the mack daddy lip
Supa fly black Mary Flint in the bed (?)
I thought about clapping Joe,
but why clap him with the iron
he one big mac away from diein",Lloyd Banks,Rap; Hip Hop,0.0,2
44568,Commute,"Mobile phones
Commuter trains
The Terminus is full of men
Crisscross network
Zigzag railway
The next stop is Waterloo

White-collar timetable
9 to 5 urban robot

Standby, I’m on a trip with you
Standby, I thought it lasted through
Standby, I’m on a trip with you
It's more fun to commute

Take the Tube
Take the M25
There’s traffic jam all around
Double-decker
A fare to Chequers
To tell about my points of view

Standby, I’m on a trip with you
Standby, I thought it lasted through
Standby, I’m on a trip with you
It's more fun to commute

Public transport
No need for comfort
It’s all so and so, touch-and-go
Pass a train wreck
Call the tube-tech
I’ll make it to work some other day

White-collar timetable
9 to 5 urban robot

Standby, I’m on a trip with you
Standby, I thought it lasted through
Standby, I’m on a trip with you
It's more fun to commute

He pulls
She pushed
I read the papers in the transit lounge
I dial the number
Now I'm certain
I’ll make it home some other day
",Theatre of Tragedy,Heavy Metal; Gótico; Gospel/Religioso,0.0,1
14069,Reality,"For me it's a beach bar
Or on a boat underneath the stars
Or with my band up on a stage
For a while everything's okay

For some it's a fast car
Moonshine in a mason jar
And everybody has their way
Somehow to escape

Reality, yeah, sometimes life
Ain't all that it's cracked up to be
So let's take a chance and live this fantasy
'Cause everybody needs to break free from reality

Yeah, some days it's a bitch, it's a bummer
We need a rock and roll show in the summer
To let the music take us away
Take our minds to a better place

Where we feel that sense of freedom
Leave our worries behind, we don't need 'em
All we need is a sunny day and an old tailgate
And we'll escape

Reality, yeah, sometimes life
Ain't all that it's cracked up to be
So let's take a chance and live this fantasy
'Cause everybody needs to break free from reality

Everybody raise your hands and voice tonight
Set your soul free, let's take a carpet ride
We'll leave it all behind

Reality, yeah, sometimes life
Ain't all that it's cracked up to be
So let's take a chance and live this fantasy
'Cause everybody needs to break free from reality

Come on everybody, break free
Come on everybody, break free",Kenny Chesney,Country,0.0,0
85547,Gotta Have It,"Written by: Henry Hirsch/Craig Ross/Lenny Kravitz

I know where I shouldn't be
You take my heart and drink it for tea
You mix me up and walk out the door
you take my love and hutr me for more

But I gotta have it
Watch out for the damage
From New York straight to Paris
I'm talking Lenny Kravitz

Whenever he is around
He puts me six feet under the ground
And when you call he can never be found
'Cause he is always out on the town

But I gotta have it
Watch out for the damage
From New York straight to Paris
I'm talking Lenny Kravitz

He's so funky and he's looking good
And he does it like a good man should
And I would love him if only I could
But his heart is like a piece of wood

But I gotta have it
Watch out for the damage
From New York straight to Paris
",Lenny Kravitz,Rock; Pop/Rock; Soul Music,6.0,5
